town,pop
"Maugansville, MD",1
"Mauk, GA",1
"Mauldin, SC",25188
"Maumee, OH",13874
"Maumelle, AR",18122
"Maunaloa, HI",1
"Maupin, OR",434
"Maurepas, LA",1
"Maurertown, VA",1
"Maurice, IA",278
"Maurice, LA",1283
"Mauston, WI",4375
"Mavisdale, VA",1
"Max, MN",1
"Max, ND",354
"Max, NE",1
"Maxbass, ND",85
"Maxton, NC",2434
"Maxwell, CA",1
"Maxwell, IA",926
"Maxwell, NE",301
"Maxwell, NM",225
"Maxwell, TX",1
"Maxwell A F B, AL",1
"Maxwelton, WV",1
"May, OK",40
"May, TX",1
"Maybee, MI",541
"Maybell, CO",1
"Maybrook, NY",3428
"Mayer, AZ",1
"Mayer, MN",1984
"Mayersville, MS",541
"Mayetta, KS",337
"Mayfair, NY",1
"Mayfield, KS",109
"Mayfield, KY",9999
"Mayfield, NY",800
"Mayfield, PA",1723
"Mayflower, AR",2430
"Mayhill, NM",1
"Maylene, AL",1
"Maynard, AR",417
"Maynard, IA",497
"Maynard, MA",1
"Maynard, MN",350
"Maynardville, TN",2357
"Mayo, FL",1232
"Mayodan, NC",2450
"Maypearl, TX",1016
"Mayport, PA",1
"Mays Landing, NJ",1
"Mays Lick, KY",1
"Maysel, WV",1
"Maysville, AR",1
"Maysville, GA",1889
"Maysville, MO",1087
"Maysville, NC",978
"Maysville, OK",1231
"Maysville, WV",1
"Mayview, MO",208
"Mayville, MI",911
"Mayville, ND",1830
"Mayville, NY",1654
"Mayville, WI",4941
"Maywood, CA",27633
"Maywood, MO",1
"Maywood, NE",248
"Maywood, NJ",9785
"Maza, ND",1
"Mazama, WA",1
"Mazeppa, MN",828
"Mazomanie, WI",1699
"Mazon, IL",978
"Mc Alister, NM",1
"Mc Alisterville, PA",1
"Mc Alpin, FL",1
"Mc Andrews, KY",1
"Mc Bain, MI",1
"Mc Bee, SC",1
"Mc Call, ID",1
"Mc Call Creek, MS",1
"Mc Calla, AL",1
"Mc Callsburg, IA",1
"Mc Camey, TX",1
"Mc Cammon, ID",1
"Mc Carley, MS",1
"Mc Carr, KY",1
"Mc Caskill, AR",1
"Mc Caulley, TX",1
"Mc Caysville, GA",1
"Mc Clave, CO",1
"Mc Cleary, WA",1
"Mc Clelland, IA",1
"Mc Clellanville, SC",1
"Mc Clure, IL",1
"Mc Clure, OH",1
"Mc Clure, PA",1
"Mc Clure, VA",1
"Mc Clurg, MO",1
"Mc Coll, SC",1
"Mc Comb, MS",1
"Mc Comb, OH",1
"Mc Combs, KY",1
"Mc Connell, IL",1
"Mc Connell A F B, KS",1
"Mc Connells, SC",1
"Mc Connellsburg, PA",1
"Mc Connellsville, NY",1
"Mc Connelsville, OH",1
"Mc Cook, NE",1
"Mc Cool, MS",1
"Mc Cool Junction, NE",1
"Mc Cordsville, IN",1
"Mc Cormick, SC",1
"Mc Coy, CO",1
"Mc Coy, TX",1
"Mc Cracken, KS",1
"Mc Crory, AR",1
"Mc Cune, KS",1
"Mc Cutchenville, OH",1
"Mc Dade, TX",1
"Mc Daniels, KY",1
"Mc Dermott, OH",1
"Mc Donald, KS",1
"Mc Donald, OH",1
"Mc Donald, PA",1
"Mc Donald, TN",1
"Mc Donough, GA",1
"Mc Donough, NY",1
"Mc Dougal, AR",1
"Mc Dowell, VA",1
"Mc Dowell, WV",1
"Mc Ewen, TN",1
"Mc Fadden, WY",1
"Mc Fall, MO",1
"Mc Farland, CA",1
"Mc Farland, WI",1
"Mc Gaheysville, VA",1
"Mc Gaw Park, IL",1
"Mc Gee, MO",1
"Mc Gees Mills, PA",1
"Mc Gehee, AR",1
"Mc Grady, NC",1
"Mc Grann, PA",1
"Mc Grath, AK",1
"Mc Grath, MN",1
"Mc Graw, NY",1
"Mc Gregor, IA",1
"Mc Gregor, MN",1
"Mc Gregor, TX",1
"Mc Guire Afb, NJ",1
"Mc Henry, IL",1
"Mc Henry, MS",1
"Mc Intire, IA",1
"Mc Intosh, AL",1
"Mc Intosh, SD",1
"Mc Intyre, GA",1
"Mc Kean, PA",1
"Mc Kees Rocks, PA",1
"Mc Keesport, PA",2
"Mc Kenney, VA",1
"Mc Kenzie, AL",1
"Mc Kenzie, TN",1
"Mc Kenzie Bridge, OR",1
"Mc Kinleyville, CA",1
"Mc Kinney, TX",2
"Mc Kinnon, WY",1
"Mc Kittrick, CA",1
"Mc Knight, PA",1
"Mc Kownville, NY",1
"Mc Laughlin, SD",1
"Mc Lean, IL",1
"Mc Lean, VA",1
"Mc Leansboro, IL",1
"Mc Leansville, NC",1
"Mc Leod, MT",1
"Mc Loud, OK",1
"Mc Louth, KS",1
"Mc Mechen, WV",1
"Mc Millan, MI",1
"Mc Millan, OK",1
"Mc Murray, PA",1
"Mc Nabb, IL",1
"Mc Neal, AZ",1
"Mc Neil, AR",1
"Mc Queeney, TX",1
"Mc Rae, AR",1
"Mc Rae, GA",1
"Mc Sherrystown, PA",1
"Mc Veigh, KY",1
"Mc Veytown, PA",1
"Mcadoo, PA",2193
"Mcadoo, TX",1
"Mcalester, OK",18206
"Mcallen, TX",142212
"Mcarthur, CA",1
"Mccanna, ND",1
"Mcclellan Afb, CA",1
"Mccloud, CA",1
"Mcclusky, ND",378
"Mccoole, MD",1
"Mccurtain, OK",511
"Mcdaniel, MD",1
"Mcdonald, NC",113
"Mcgregor, ND",1
"Mchenry, ND",55
"Mcintosh, MN",618
"Mckenzie, ND",1
"Mclean, NE",35
"Mcleod, ND",1
"Mcminnville, OR",34690
"Mcnary, OR",1
"Mcvey, IL",1
"Mead, NE",551
"Mead, OK",128
"Mead, WA",1
"Mead Valley, CA",1
"Meade, KS",1586
"Meador, WV",1
"Meadow, SD",1
"Meadow, TX",596
"Meadow Bluff, WV",1
"Meadow Bridge, WV",357
"Meadow Creek, WV",1
"Meadow Grove, NE",301
"Meadow Valley, CA",1
"Meadow Vista, CA",1
"Meadowbrook, PA",1
"Meadowbrook, WV",1
"Meadowlands, MN",133
"Meadows Of Dan, VA",1
"Meadows Village, FL",1
"Meadowview, VA",1
"Meadview, AZ",1
"Meadville, MO",444
"Meadville, MS",432
"Meadville, PA",12964
"Meally, KY",1
"Means, KY",1
"Meansville, GA",183
"Mears, MI",1
"Mears, VA",1
"Mebane, NC",14117
"Mechanic Falls, ME",1
"Mechanicsburg, OH",1593
"Mechanicstown, OH",1
"Mechanicsville, IA",1120
"Mechanicsville, MD",1
"Mechanicsville, PA",445
"Mechanicsville, VA",1
"Mechanicville, NY",5100
"Meckling, SD",1
"Mecosta, MI",455
"Medaryville, IN",581
"Meddybemps, ME",1
"Medfield, MA",1
"Medford, MA",57213
"Medford, MN",1256
"Medford, NY",1
"Medford, OK",974
"Medford, OR",81636
"Medford, WI",4337
"Medford Lakes, NJ",4053
"Media, IL",100
"Mediapolis, IA",1553
"Medical Springs, OR",1
"Medicine Bow, WY",270
"Medicine Lake, MT",241
"Medicine Lodge, KS",1930
"Medimont, ID",1
"Medina, ND",302
"Medina, NY",5784
"Medina, OH",26261
"Medina, TN",4182
"Medina, TX",1
"Medinah, IL",1
"Medley, WV",1
"Medomak, ME",1
"Medon, TN",163
"Medora, IL",403
"Medora, IN",689
"Medora, KS",1
"Medora, ND",132
"Medusa, NY",1
"Medway, MA",1
"Medway, ME",1
"Medway, OH",1
"Meeker, CO",2352
"Meeker, OK",1174
"Meeteetse, WY",327
"Meggett, SC",1327
"Meherrin, VA",1
"Mehoopany, PA",1
"Meigs, GA",1038
"Mekinock, ND",1
"Mekoryuk, AK",202
"Melba, ID",527
"Melber, KY",1
"Melbourne, FL",81185
"Melbourne, IA",820
"Melbourne, KY",467
"Melbourne Beach, FL",3276
"Melbourne Villag, FL",1
"Melcher-Dallas, IA",1254
"Melcroft, PA",1
"Melder, LA",1
"Melfa, VA",398
"Melissa, TX",8423
"Mellen, WI",696
"Mellette, SD",218
"Mellwood, AR",1
"Melmore, OH",1
"Melrose, FL",1
"Melrose, IA",109
"Melrose, MA",27928
"Melrose, MN",3611
"Melrose, NM",642
"Melrose, NY",1
"Melrose, TN",1
"Melrose, WI",491
"Melrose Park, IL",25229
"Melrude, MN",1
"Melvern, KS",363
"Melville, LA",1053
"Melville, MT",1
"Melville, NY",1
"Melvin, IA",203
"Melvin, IL",431
"Melvin, MI",172
"Melvin, TX",177
"Melvindale, MI",10322
"Memphis, IN",1
"Memphis, MO",1854
"Memphis, NY",1
"Memphis, TN",652717
"Memphis, TX",2137
"Mena, AR",5642
"Menahga, MN",1326
"Menan, ID",781
"Menard, TX",1393
"Menasha, WI",17856
"Mendenhall, MS",2457
"Mendham, NJ",4988
"Mendocino, CA",1
"Mendon, IL",942
"Mendon, MA",1
"Mendon, MI",856
"Mendon, MO",165
"Mendon, NY",1
"Mendon, OH",648
"Mendon, UT",1386
"Mendota, CA",11418
"Mendota, IL",7158
"Mendota, MN",211
"Mendota, VA",1
"Menifee, CA",88531
"Menlo, IA",342
"Menlo, KS",60
"Menno, SD",620
"Meno, OK",243
"Menoken, ND",1
"Menominee, MI",8279
"Menomonee Falls, WI",36769
"Menomonie, WI",1
"Mentone, AL",366
"Mentone, CA",1
"Mentone, IN",979
"Mentone, TX",1
"Mentor, KS",1
"Mentor, MN",150
"Mentor, OH",46732
"Meppen, IL",1
"Mequon, WI",24086
"Mer Rouge, LA",584
"Meraux, LA",1
"Merced, CA",82594
"Mercedes, TX",16624
"Mercer, MO",313
"Mercer, ND",97
"Mercer, PA",1911
"Mercer, TN",1
"Mercer, WI",1
"Mercer Island, WA",25134
"Mercersburg, PA",1554
"Mercerville, NJ",1
"Merchantville, NJ",3766
"Meredith, CO",1
"Meredith, NH",1
"Meredith, NY",1
"Merepoint, ME",1
"Mereta, TX",1
"Meridale, NY",1
"Meriden, CT",59622
"Meriden, IA",148
"Meriden, KS",783
"Meriden, MN",1
"Meriden, NH",1
"Meriden, WY",1
"Meridian, CA",1
"Meridian, GA",1
"Meridian, ID",95623
"Meridian, MS",39113
"Meridian, OK",42
"Meridian, TX",1480
"Meridianville, AL",1
"Merigold, MS",410
"Merion Station, PA",1
"Merkel, TX",2610
"Merlin, OR",1
"Merna, NE",364
"Merom, IN",224
"Merricourt, ND",1
"Merrifield, MN",1
"Merrill, IA",741
"Merrill, MI",738
"Merrill, NY",1
"Merrill, OR",830
"Merrill, WI",9225
"Merrillan, WI",531
"Merrillville, IN",34994
"Merrimac, MA",1
"Merrimac, VA",1
"Merrimac, WI",439
"Merrimack, NH",1
"Merriman, NE",131
"Merrionette Park, IL",1866
"Merritt, MI",1
"Merritt, NC",1
"Merritt Island, FL",2
"Merrittstown, PA",1
"Merry Hill, NC",1
"Mershon, GA",1
"Mertens, TX",125
"Mertzon, TX",760
"Mertztown, PA",1
"Mesa, AZ",484587
"Mesa, CO",1
"Mesa, ID",1
"Mesa, WA",486
"Mescalero, NM",1
"Meservey, IA",249
"Meshoppen, PA",548
"Mesick, MI",400
"Mesilla Park, NM",1
"Mesita, CO",1
"Mesquite, NM",1
"Mesquite, NV",17987
"Mesquite, TX",143736
"Meta, MO",227
"Metairie, LA",5
"Metaline Falls, WA",242
"Metamora, IL",3744
"Metamora, IN",1
"Metamora, MI",568
"Metamora, OH",615
"Metcalf, IL",179
"Methow, WA",1
"Methuen, MA",49917
"Metlakatla, AK",1
"Metropolis, IL",6283
"Metter, GA",4076
"Metuchen, NJ",13871
"Metz, WV",1
"Mexia, TX",7445
"Mexican Hat, UT",1
"Mexican Springs, NM",1
"Mexico, ME",1
"Mexico, MO",11680
"Mexico, NY",1554
"Meyersdale, PA",2065
"Meyersville, TX",1
"Mi Wuk Village, CA",1
"Miami, AZ",1781
"Miami, FL",453579
"Miami, MO",173
"Miami, NM",1
"Miami, OK",13484
"Miami, TX",589
"Miami Shores, FL",10762
"Miami Springs, FL",14431
"Miami University, OH",1
"Miamisburg, OH",19968
"Mica, WA",1
"Micanopy, FL",638
"Michael, IL",1
"Michie, TN",589
"Michigamme, MI",1
"Michigan Center, MI",1
"Michigan City, IN",31157
"Michigan City, MS",1
"Michigantown, IN",450
"Mickleton, NJ",1
"Mico, TX",1
"Mid Venice, FL",1
"Middle Amana, IA",1
"Middle Brook, MO",1
"Middle Granville, NY",1
"Middle Grove, NY",1
"Middle Hope, NY",1
"Middle Island, NY",1
"Middle Point, OH",560
"Middle River, MD",1
"Middle River, MN",291
"Middle Village, NY",1
"Middleboro, MA",1
"Middlebourne, WV",787
"Middlebrook, VA",1
"Middleburg, FL",1
"Middleburg, KY",1
"Middleburg, PA",1307
"Middleburg, VA",828
"Middleburgh, NY",1420
"Middlebury, CT",1
"Middlebury, IN",3575
"Middlebury Cente, PA",1
"Middlefield, CT",1
"Middlefield, MA",1
"Middlefield, OH",2711
"Middlegrove, IL",1
"Middleport, NY",1776
"Middleport, OH",2465
"Middlesboro, KY",1
"Middlesex, NC",825
"Middlesex, NJ",13812
"Middlesex, NY",1
"Middleton, ID",7168
"Middleton, MA",1
"Middleton, MI",1
"Middleton, TN",650
"Middleton, WI",19109
"Middletown, CA",1
"Middletown, CT",46544
"Middletown, DE",20876
"Middletown, IA",334
"Middletown, IL",312
"Middletown, IN",2238
"Middletown, KY",7845
"Middletown, MD",4515
"Middletown, MO",158
"Middletown, NC",1
"Middletown, OH",48813
"Middletown, PA",9229
"Middletown, RI",1
"Middletown, VA",1334
"Middletown Sprin, VT",1
"Middleville, MI",3344
"Middleville, NY",498
"Midfield, AL",5171
"Midfield, TX",1
"Midkiff, TX",1
"Midkiff, WV",1
"Midland, GA",1
"Midland, LA",1
"Midland, MI",42096
"Midland, NC",3501
"Midland, OH",316
"Midland, PA",2539
"Midland, TX",134610
"Midland, VA",1
"Midland City, AL",2366
"Midland Park, NJ",7319
"Midlothian, TX",23689
"Midlothian, VA",2
"Midpark, OH",1
"Midpines, CA",1
"Midvale, ID",162
"Midvale, UT",33035
"Midville, GA",263
"Midway, AL",476
"Midway, AR",386
"Midway, GA",1997
"Midway, KY",1706
"Midway, PA",887
"Midway, TN",1
"Midway, TX",230
"Midway, UT",4898
"Midway City, CA",1
"Midway Park, NC",1
"Midwest, WY",400
"Midwest City, OK",57305
"Mifflin, PA",628
"Mifflinburg, PA",3521
"Mifflintown, PA",928
"Mifflinville, PA",1
"Mikado, MI",1
"Milaca, MN",2901
"Milam, TX",1
"Milam, WV",1
"Milan, GA",760
"Milan, IL",5038
"Milan, IN",1886
"Milan, KS",79
"Milan, MI",6014
"Milan, MN",364
"Milan, MO",1824
"Milan, NH",1
"Milan, OH",1343
"Milan, PA",1
"Milan, TN",7792
"Milano, TX",421
"Milanville, PA",1
"Milbank, SD",3203
"Milbridge, ME",1
"Milburn, NE",1
"Milburn, OK",319
"Mildred, KS",26
"Mildred, MT",1
"Mildred, PA",1
"Miles, IA",440
"Miles, TX",864
"Miles, VA",1
"Miles City, MT",8647
"Mileses, NY",1
"Milesville, SD",1
"Milford, CA",1
"Milford, CT",1
"Milford, DE",10979
"Milford, IA",3055
"Milford, IL",1224
"Milford, IN",1565
"Milford, KS",569
"Milford, MA",1
"Milford, ME",1
"Milford, MI",6471
"Milford, NE",2112
"Milford, NH",1
"Milford, NJ",1189
"Milford, NY",396
"Milford, PA",974
"Milford, TX",747
"Milford, UT",1357
"Milford, VA",1
"Milford Center, OH",840
"Mililani, HI",1
"Mill City, OR",1899
"Mill Creek, IN",1
"Mill Creek, OK",322
"Mill Creek, PA",328
"Mill Creek, WA",20303
"Mill Creek, WV",701
"Mill Hall, PA",1613
"Mill Neck, NY",969
"Mill Run, PA",1
"Mill Shoals, IL",211
"Mill Spring, MO",180
"Mill Spring, NC",1
"Mill Valley, CA",14350
"Milladore, WI",272
"Millard, NE",2
"Millboro Spring, VA",1
"Millbrae, CA",22661
"Millbrook, AL",15413
"Millbrook, NY",1413
"Millburn, NJ",1
"Millbury, MA",1
"Millbury, OH",1245
"Millcreek, IL",1
"Millcreek, MO",1
"Milledgeville, GA",18933
"Milledgeville, IL",977
"Milledgeville, TN",265
"Millen, GA",2889
"Miller, MO",688
"Miller, NE",138
"Miller, SD",1420
"Miller City, IL",1
"Miller Place, NY",1
"Millers, MD",1
"Millers Creek, NC",1
"Millers Falls, MA",1
"Millersburg, IA",158
"Millersburg, IN",937
"Millersburg, MI",197
"Millersburg, OH",3165
"Millersburg, PA",2532
"Millersport, OH",1049
"Millerstown, PA",670
"Millersview, TX",1
"Millersville, MD",1
"Millersville, MO",1
"Millersville, OH",1
"Millersville, PA",8383
"Millerton, IA",46
"Millerton, NY",933
"Millerton, PA",1
"Millerville, AL",1
"Millfield, OH",1
"Millheim, PA",886
"Milligan, NE",275
"Milliken, CO",6678
"Millington, MD",613
"Millington, MI",1024
"Millington, NJ",1
"Millington, TN",10974
"Millinocket, ME",1
"Millis, MA",1
"Millmont, PA",1
"Millport, AL",999
"Millport, NY",291
"Millrift, PA",1
"Millry, AL",522
"Mills, KY",1
"Mills, NE",1
"Mills, NM",1
"Mills, PA",1
"Millsap, TX",431
"Millstadt, IL",3878
"Millstone, KY",1
"Millstone, WV",1
"Milltown, IN",807
"Milltown, KY",1
"Milltown, NJ",7132
"Milltown, WI",878
"Millvale, PA",3653
"Millville, CA",1
"Millville, DE",602
"Millville, MA",1
"Millville, MN",181
"Millville, NJ",28059
"Millville, PA",946
"Millwood, GA",1
"Millwood, KY",1
"Millwood, NY",1
"Millwood, WV",1
"Milmay, NJ",1
"Milmine, IL",1
"Milner, GA",615
"Milnesand, NM",1
"Milo, IA",777
"Milo, MO",89
"Milo, OK",1
"Milpitas, CA",77528
"Milroy, IN",1
"Milroy, MN",243
"Milroy, PA",1
"Milton, DE",2879
"Milton, FL",9839
"Milton, IA",413
"Milton, IL",264
"Milton, IN",459
"Milton, KS",1
"Milton, KY",562
"Milton, MA",1
"Milton, NC",159
"Milton, ND",55
"Milton, NJ",1
"Milton, NY",1
"Milton, PA",6903
"Milton, TN",1
"Milton, VT",1
"Milton, WA",7970
"Milton, WI",5580
"Milton, WV",2614
"Milton Freewater, OR",1
"Milton Mills, NH",1
"Miltona, MN",408
"Miltonvale, KS",510
"Milwaukee, WI",595047
"Milwaukie, OR",20929
"Mimbres, NM",1
"Mims, FL",1
"Mina, SD",1
"Minatare, NE",802
"Minburn, IA",367
"Minco, OK",1646
"Minden, IA",594
"Minden, LA",12577
"Minden, NE",2996
"Minden, NV",1
"Minden City, MI",188
"Mindenmines, MO",349
"Mindoro, WI",1
"Mine Hill, NJ",1
"Mine Run, VA",1
"Mineola, IA",1
"Mineola, NY",19245
"Mineola, TX",4719
"Mineral, CA",1
"Mineral, IL",227
"Mineral, VA",492
"Mineral, WA",1
"Mineral Bluff, GA",1
"Mineral Point, MO",349
"Mineral Point, PA",1
"Mineral Point, WI",2491
"Mineral Ridge, OH",1
"Mineral Springs, AR",1166
"Mineral Wells, TX",14826
"Mineralwells, WV",1
"Minersville, PA",4214
"Minerva, NY",1
"Minerva, OH",3669
"Mineville, NY",1
"Minford, OH",1
"Mingo, IA",300
"Mingo, WV",1
"Mingo Junction, OH",3302
"Mingus, TX",241
"Minidoka, ID",112
"Minier, IL",1214
"Minneapolis, KS",1984
"Minneapolis, MN",413651
"Minnehaha Spring, WV",1
"Minneota, MN",1362
"Minnesota City, MN",200
"Minnesota Lake, MN",657
"Minnetonka, MN",52369
"Minnewaukan, ND",224
"Minnora, WV",1
"Minoa, NY",3492
"Minocqua, WI",1
"Minong, WI",503
"Minonk, IL",2036
"Minooka, IL",11254
"Minor Hill, TN",519
"Minot, ND",48743
"Minot Afb, ND",1
"Minotola, NJ",1
"Minster, OH",2857
"Minter City, MS",1
"Minto, AK",1
"Minturn, AR",103
"Mio, MI",1
"Mira, LA",1
"Mira Loma, CA",1
"Miramar, FL",138449
"Miramonte, CA",1
"Miranda, SD",1
"Mirando City, TX",1
"Mirror Lake, NH",1
"Mishawaka, IN",48679
"Mishicot, WI",1407
"Mission, KS",9443
"Mission, SD",1236
"Mission Hill, SD",173
"Mission Hills, CA",1
"Mission Home, VA",1
"Mission Ridge, SD",1
"Mission Viejo, CA",96396
"Missoula, MT",72364
"Missouri City, TX",74561
"Missouri Valley, IA",2662
"Mistletoe, KY",1
"Mitchell, GA",197
"Mitchell, IL",1
"Mitchell, IN",4244
"Mitchell, LA",1
"Mitchell, NE",1669
"Mitchell, OR",121
"Mitchell, SD",15729
"Mitchells, VA",1
"Mitchellville, IA",2405
"Mitchellville, MD",2
"Mittie, LA",1
"Mize, MS",327
"Mizpah, MN",54
"Moab, UT",5242
"Mobeetie, TX",104
"Moberly, MO",13863
"Mobile, AL",192904
"Mobile, AZ",1
"Mobjack, VA",1
"Mobridge, SD",3570
"Mocanaqua, PA",1
"Moccasin, MT",1
"Mocksville, NC",5266
"Moclips, WA",1
"Modale, IA",260
"Modena, NY",1
"Modena, UT",1
"Modena, WI",1
"Modesto, CA",212175
"Modesto, IL",182
"Modoc, IL",1
"Modoc, IN",190
"Modoc, KS",1
"Modoc, SC",1
"Moffat, CO",118
"Moffett Field, CA",1
"Moffit, ND",1
"Mogadore, OH",3833
"Mohave Valley, AZ",1
"Mohawk, NY",2586
"Mohawk, TN",1
"Mohawk, WV",1
"Mohegan Lake, NY",1
"Mohnton, PA",3044
"Mohonk Lake, NY",1
"Mohrsville, PA",1
"Moiese, MT",1
"Moira, NY",1
"Mojave, CA",1
"Mokane, MO",187
"Mokelumne Hill, CA",1
"Mokena, IL",20097
"Moko, AR",1
"Molalla, OR",9139
"Molena, GA",371
"Moline, IL",42250
"Moline, KS",325
"Molt, MT",1
"Momence, IL",3177
"Mona, UT",1662
"Monaca, PA",5591
"Monahans, TX",7638
"Monango, ND",35
"Monarch, MT",1
"Monarch Bay, CA",1
"Monclova, OH",1
"Moncure, NC",1
"Mondamin, IA",369
"Monee, IL",5077
"Monessen, PA",7413
"Moneta, VA",1
"Monett, MO",9027
"Monetta, SC",234
"Monette, AR",1562
"Mongaup Valley, NY",1
"Monhegan, ME",1
"Monico, WI",1
"Monmouth, IA",151
"Monmouth, IL",9210
"Monmouth, ME",1
"Monmouth, OR",10174
"Monmouth Beach, NJ",3222
"Monmouth Junctio, NJ",1
"Monon, IN",1725
"Monona, IA",1493
"Monona, WI",8179
"Monongah, WV",1106
"Monongahela, PA",4152
"Monroe, CT",1
"Monroe, GA",13478
"Monroe, IA",1846
"Monroe, IN",867
"Monroe, LA",49297
"Monroe, MA",1
"Monroe, ME",1
"Monroe, NC",34818
"Monroe, NE",288
"Monroe, NH",1
"Monroe, NY",8600
"Monroe, OH",13473
"Monroe, OR",631
"Monroe, SD",158
"Monroe, TN",1
"Monroe, VA",1
"Monroe, WA",18408
"Monroe, WI",10723
"Monroe Center, IL",451
"Monroe City, IN",533
"Monroe City, MO",2441
"Monroe City, TX",1
"Monroeton, PA",1
"Monroeville, AL",6072
"Monroeville, IN",1297
"Monroeville, NJ",1
"Monroeville, OH",1370
"Monroeville, PA",27953
"Monrovia, CA",37126
"Monrovia, IN",1441
"Monrovia, MD",1
"Monsey, NY",1
"Monson, MA",1
"Monson, ME",1
"Mont Alto, PA",1730
"Mont Clare, PA",1
"Mont Vernon, NH",1
"Montague, CA",1399
"Montague, MA",1
"Montague, MI",2358
"Montague, NJ",1
"Montague, TX",1
"Montalba, TX",1
"Montana City, MT",1
"Montandon, PA",1
"Montauk, NY",1
"Montclair, CA",38944
"Montclair, NJ",2
"Monte Alto, TX",1
"Monte Sereno, CA",3554
"Monte Vista, CA",1
"Monte Vista, CO",4266
"Monteagle, TN",1172
"Montebello, CA",63335
"Montebello, VA",1
"Montecito, CA",1
"Montegut, LA",1
"Montello, WI",1437
"Monterey, IN",206
"Monterey, LA",1
"Monterey, TN",2868
"Monterey, VA",136
"Monterey Park, CA",61075
"Monterville, WV",1
"Montesano, WA",3912
"Montevallo, AL",6723
"Montevideo, MN",5207
"Montevideo, VA",1
"Monteview, ID",1
"Montezuma, GA",3142
"Montezuma, IA",1424
"Montezuma, IN",992
"Montezuma, KS",967
"Montezuma, NM",1
"Montezuma, VA",1
"Montford, VA",1
"Montfort, WI",698
"Montgomery, AL",200022
"Montgomery, IL",19523
"Montgomery, IN",350
"Montgomery, LA",723
"Montgomery, MA",1
"Montgomery, MI",336
"Montgomery, MN",2907
"Montgomery, NY",4572
"Montgomery, PA",1543
"Montgomery, TX",922
"Montgomery, WV",1577
"Montgomery Cente, VT",1
"Montgomery City, MO",2712
"Montgomery Creek, CA",1
"Montgomeryville, PA",1
"Monticello, AR",9753
"Monticello, FL",2402
"Monticello, GA",2618
"Monticello, IA",3836
"Monticello, IL",5585
"Monticello, IN",5261
"Monticello, ME",1
"Monticello, MN",13429
"Monticello, MO",98
"Monticello, MS",1552
"Monticello, NY",6435
"Monticello, UT",2213
"Monticello, WI",1220
"Montour, IA",247
"Montour, ID",1
"Montour Falls, NY",1659
"Montoursville, PA",4514
"Montpelier, ID",2506
"Montpelier, IN",1714
"Montpelier, KY",1
"Montpelier, MD",1
"Montpelier, OH",3988
"Montpelier, VA",1
"Montpelier, VT",7535
"Montreal, MO",1
"Montrose, AR",330
"Montrose, CA",1
"Montrose, CO",19311
"Montrose, GA",213
"Montrose, IA",869
"Montrose, IL",199
"Montrose, MI",1573
"Montrose, MN",3102
"Montrose, MO",371
"Montrose, NY",1
"Montrose, PA",1491
"Montrose, SD",463
"Montrose, WV",156
"Montross, VA",389
"Montvale, NJ",8506
"Montvale, VA",1
"Montverde, FL",1644
"Montville, CT",1
"Montville, NJ",1
"Montville, OH",1
"Monument, CO",6556
"Monument, KS",1
"Monument, NM",1
"Monument, OR",124
"Monument Valley, UT",1
"Moodus, CT",1
"Moody, MO",1
"Moody, TX",1377
"Mooers, NY",1
"Mooers Forks, NY",1
"Mooleyville, KY",1
"Moon, VA",1
"Moon Twp, PA",1
"Moonachie, NJ",2790
"Moore, ID",164
"Moore, MT",198
"Moore, OK",61415
"Moore, SC",1
"Moore, TX",1
"Moore Haven, FL",1838
"Moorefield, KY",1
"Moorefield, NE",31
"Moorefield, OH",1
"Mooreland, IN",362
"Mooreland, OK",1235
"Moores Creek, KY",1
"Moores Hill, IN",584
"Mooresboro, NC",309
"Mooresburg, TN",1
"Moorestown, MI",1
"Moorestown, NJ",1
"Mooresville, IN",9660
"Mooresville, MO",87
"Mooresville, NC",36543
"Mooreton, ND",194
"Mooreville, MS",1
"Moorhead, IA",217
"Moorhead, MN",42492
"Moorhead, MS",2215
"Mooringsport, LA",778
"Moorland, IA",163
"Moorpark, CA",36481
"Moose, WY",1
"Moose Lake, MN",2832
"Moose Pass, AK",1
"Mooseheart, IL",1
"Moosic, PA",5753
"Moosup, CT",1
"Moquah, WI",1
"Mora, MN",3453
"Mora, MO",1
"Mora, NM",1
"Moraga, CA",17416
"Moran, KS",517
"Moran, MI",1
"Moran, TX",267
"Moran, WY",1
"Moravia, IA",639
"Moravia, NY",1231
"Moravian Falls, NC",1
"Moreauville, LA",906
"Morehead, KY",7758
"Morehead City, NC",9402
"Morehouse, MO",909
"Moreland, GA",422
"Morenci, AZ",1
"Morenci, MI",2180
"Moreno Valley, CA",205499
"Moretown, VT",1
"Morgan, GA",1782
"Morgan, MN",854
"Morgan, PA",1
"Morgan, TX",486
"Morgan, UT",4154
"Morgan City, LA",11646
"Morgan Ctr, VT",1
"Morgan Hill, CA",44155
"Morganton, GA",315
"Morganton, NC",16665
"Morgantown, IN",986
"Morgantown, PA",1
"Morgantown, WV",30855
"Morganville, KS",189
"Morganville, NJ",1
"Morganza, LA",591
"Moriah, NY",1
"Moriah Center, NY",1
"Moriarty, NM",1786
"Moriches, NY",1
"Morland, KS",152
"Morley, MI",498
"Morley, TN",1
"Mormon Lake, AZ",1
"Morning Sun, IA",814
"Morning View, KY",1
"Moro, AR",188
